filename,width,height,class,xmin,ymin,xmax,ymax
DRS-14-_jpeg.rf.86dd0a2f65ec5caf1cf88b21e8587977.jpg,640,640,DRS,98,4,561,640
DRS-17-_jpeg.rf.993d6fb7dc07dfc886477bfe399e9461.jpg,640,640,DRS,119,16,411,640
DRS-22-_jpeg.rf.90027b268e6e9c2fe82b59d6b4b1aa9c.jpg,640,640,DRS,302,9,592,640
DRS-30-_jpeg.rf.9d6b06c89a363eb03bb7cf9eeb614d5e.jpg,640,640,DRS,75,0,613,640
No_Ball-47-_jpeg.rf.9ec5266e90dc2573778cdb6bb01e7bd8.jpg,640,640,NoBall,41,0,569,640
Leg_Bye-7-_jpeg.rf.a68fce707a495a17b74dd350deadbd42.jpg,640,640,LegBye,11,50,556,601
Wide_Ball-16-_jpeg.rf.a2ba1dfe05e3c6280c723be1b6a14a43.jpg,640,640,WideBall,5,27,591,637
Wide_Ball-22-_jpeg.rf.a3deccc25d48df114c5f2e5015442715.jpg,640,640,WideBall,16,17,640,620
DRS-12-_jpeg.rf.a7a3432388d7ea44990dacbd1e54847d.jpg,640,640,DRS,84,18,522,640
Wide_Ball-48-_jpeg.rf.9c6f88176e2f80391b9ef99b4beb7022.jpg,640,640,WideBall,25,49,640,640
Wide_Ball-4-_jpeg.rf.a82009421f2c7d897daeadc0e12daee0.jpg,640,640,WideBall,1,0,612,640
Wide_Ball-27-_jpeg.rf.ad1fd0eec60b077c97fd294ce1b7c3f9.jpg,640,640,WideBall,73,0,519,634
No_Ball-18-_jpeg.rf.aad2e2e3d7f5656016e1d3f12d891a46.jpg,640,640,NoBall,114,0,468,640
Wide_Ball-7-_jpeg.rf.b82f0998286fc372eaac9749ed6b9894.jpg,640,640,WideBall,0,2,640,550
Wide_Ball-44-_jpeg.rf.b6e385ef97bf5573b1d8b41c4b4d1150.jpg,640,640,WideBall,28,28,640,595
No_Ball-31-_jpeg.rf.bb9f6ed4f661c0f1a5f497483a6d0536.jpg,640,640,NoBall,217,3,592,640
DRS-28-_jpeg.rf.aa75e66235c6ea1b99d71b21cf128eb8.jpg,640,640,DRS,98,0,422,640
DRS-6-_jpeg.rf.c202585d81fe0e7ed43d140c05a1d565.jpg,640,640,DRS,186,4,506,640
No_Ball-2-_jpeg.rf.ced4004c04913037ae90370b2da1599f.jpg,640,640,NoBall,147,88,415,640
Leg_Bye-3-_jpeg.rf.ce9dc9ae0487e5ab22d13cf87123ffd1.jpg,640,640,LegBye,111,50,583,611
Wide_Ball-13-_jpeg.rf.d4d69fedaab8cd09ac71bc025fcacf14.jpg,640,640,WideBall,49,49,610,619
DRS-7-_jpeg.rf.c735ef8bd44e279294eb9801571073e3.jpg,640,640,DRS,136,5,518,640
No_Ball-14-_jpeg.rf.dd5977d842b6d075998d1622066e99c5.jpg,640,640,NoBall,170,0,458,640
No_Ball-26-_jpeg.rf.adf163aa2490b7a44158bcbeddad6855.jpg,640,640,NoBall,181,11,452,638
Wide_Ball-51-_jpeg.rf.c987da666c22f1edf3c21f9402d15af4.jpg,640,640,WideBall,15,12,640,640
No_Ball-1-_jpeg.rf.d6a8a490129ac2f1c66a8e24dc35f9c5.jpg,640,640,LegBye,57,0,517,640
Wide_Ball-50-_jpeg.rf.e067817343e5dbc4e687fdbc16285e70.jpg,640,640,WideBall,43,0,569,640
No_Ball-5-_jpeg.rf.bbde8d29ebd1ad1f0d75ea64dbfa47af.jpg,640,640,NoBall,0,0,492,621
DRS-26-_jpeg.rf.e31f2699a7c3d1f5313ce0bdd3877268.jpg,640,640,DRS,311,4,477,640
Wide_Ball-15-_jpeg.rf.e06ac2b6da4ebf0fb61640357e161782.jpg,640,640,WideBall,105,31,470,625
Wide_Ball-25-_jpeg.rf.dc71bff342c97c978dee5f1e892d5d4b.jpg,640,640,WideBall,36,0,629,640
Leg_Bye-11-_jpeg.rf.e8b211468d669ace619bc6ac5a1661e8.jpg,640,640,DRS,161,0,531,640
Leg_Bye-2-_jpeg.rf.e0c53345debd39737835a31777520d38.jpg,640,640,LegBye,121,16,521,549
Wide_Ball-20-_jpeg.rf.e0ced6dc59f21b06290a875e10d77490.jpg,640,640,WideBall,35,5,584,638
No_Ball-45-_jpeg.rf.e2032b8ab767f965da576f975cb063e9.jpg,640,640,NoBall,145,78,403,567
DRS-29-_jpeg.rf.d79d7ed02a26fca2d0c858f15a295436.jpg,640,640,DRS,133,0,473,640
No_Ball-6-_jpeg.rf.f1735ae07ea34f71be6e3857ad4a7912.jpg,640,640,NoBall,111,15,416,626
DRS-2-_jpeg.rf.fee2fb0f042f28ba5776724ad6d51339.jpg,640,640,DRS,376,85,546,640
Wide_Ball-9-_jpeg.rf.f60a9469a8310a6af031d96bf483d131.jpg,640,640,WideBall,267,15,583,542
Leg_Bye-9-_jpeg.rf.f2286c4450fe4be7af8dd4bcaf1f502b.jpg,640,640,LegBye,82,0,540,640
DRS-11-_jpeg.rf.f6b6bbe2af755e53e7b653ff00600364.jpg,640,640,DRS,119,22,479,640
DRS-15-_jpeg.rf.eaa9c130fae1403fbfbe8348d82c336e.jpg,640,640,DRS,211,39,412,640
